text,sentiment
mr speaker  i move to suspend the rules and pass the bill  hr 438  to designate the facility of the united states postal service located at 2000 allston way in berkeley  california  as the `` maudelle shirek post office building    ,0
mr speaker  i ask unanimous consent that all members may have 5 legislative days within which to revise and extend their remarks and include extraneous material on the bill under consideration   ,0
mr speaker  i yield myself such time as i may consume   mr speaker  hr 438 would name this post office building after longtime berkeley  california resident maudelle shirek   the author of this legislation is the gentlewoman from california  ms lee    who seeks to recognize ms shirek   mr speaker  i reserve the balance of my time   ,0
madam speaker  i rise today in strong support of hr 483  the garzavela united states courthouse designation act  offered by my colleague and my good friend  the gentleman from texas  mr ortiz     this bill pays tribute to two great americans  federal judge reynaldo garza and federal judge filemon vela who were judicial legends in the great state of texas   judge garza was the nation s first mexican american federal district judge appointed to the federal bench by president kennedy ,1
madam speaker  i yield myself such time as i may consume   madam speaker  i join with the gentleman from brownsville  texas  mr ortiz    in supporting hr 483  a bill to name the courthouse in brownsville  texas  as the reynaldo g garzafilemon b vela united states courthouse   madam speaker  this bill honors the life and works of two extraordinary mexican americans   the first honoree  judge reynaldo garza  was born in brownsville in 1915   he graduated from local elementary,1
mr speaker  i seek to claim time in opposition to the motion   ,0
mr speaker  i yield myself such time as i may consume   mr speaker  normally i would not come to the floor to oppose a bill naming a post office in someone else s district   i am confident i speak on behalf of some of the west coast members of congress  as well as the mainstream american values and certainly have no personal animosity towards the lady for whom this post office is named in this bill   however  there is a plethora of information on the record that sets her apart from  i,0
mr speaker  i yield myself such time as i may consume   mr speaker  just to make a couple of gentle points  the effort has been  at least on the record  as not  i do not want to say fighting against injustice  but a record of fighting against justice  particularly in the case of the effort to free mumia abujamal   i think most of us know about that particular case   and i am concerned about a role model   i am concerned about young people a generation or two from now   when they ,0
mr speaker  on that i demand the yeas and nays   ,0
madam speaker  i rise in strong support of hr 483  a bill to honor two members of the united states judiciary   the bill would designate the federal courthouse located in brownsville  texas as the reynaldo g garza and the filemon b vela united states courthouse   i d like to recognize the gentleman from texas  congressman ortiz  for introducing this bill   the gentleman introduced this same legislation in the 108th congress  which passed the house last september   unfortunately  ,1
madam speaker  i thank the gentleman for yielding me time   i think the gentleman has done a great job in describing the contributions of two great giants from south texas   i want to thank the gentleman from alaska  mr young   and the gentleman from west virginia  mr mollohan   and the gentleman from pennsylvania  mr shuster   and all those involved who helped expedite this bill   this is not the first time this bill has been before the house   it has passed two or three times  b,1
madam speaker  it is rate that a man has a chance to known his heros   it is even rarer for a man to be able to stand shoulder to shoulder with his heros as a fellow community leader   while serving as border patrol sector chief for the mcallen  texas sector  however  i had that chance   today  we are remembering the lives and groundgreaking achievements of the late judges reynaldo guerra garza and filemon vela and inscribing the us courthouse in brownsville with their names   like me,1
yes  mr speaker   ,1
mr speaker  as a member of the committee on government reform  i am pleased to join my colleagues in consideration of hr 438  legislation naming a postal facility in berkeley  california  after maudelle shirek   this measure was introduced by the gentlewoman from california  ms lee   on february 1  2005   maudelle shirek  the granddaughter of slaves  was born in jefferson  arkansas  before moving to the bay area over 60 years ago   she became an activist and a community leader,1
mr speaker  pursuant to house resolution 469  i call up the joint resolution  hj res 68  making continuing appropriations for the fiscal year 2006  and for other purposes  and ask for its immediate consideration   ,1
mr speaker  i yield myself such time as i may consume  and i hope i do not consume very much   mr speaker  i am pleased to bring to the house the continuing resolution for fiscal year 2006   the cr will run through november 18   it is a clean cr without exception   several members are pushing the extension of dairy programs  adding emergency spending for the corps of engineers  and a whole host of other ideas   we have rejected them all   these items can be addressed in the next sup,1
mr speaker  i reserve a point of order on the gentleman s motion   ,1
mr speaker  i make a point of order under clause 7 of rule xvi   the instructions proposed in the motion to recommit range far beyond the subject matter of the joint resolution   ,1
mr speaker  i yield myself 13 minutes   mr speaker  i do not know quite what to say about this continuing resolution   i have a lot of notes here  most of which i will not use  but let me simply note that this is another case of the failure to effectively govern by the republican president and the republican majority in this congress   we are here facing an end of the fiscal year situation 3 days from now   we have failed in the basic test of governing  and i think it is important to ,0
i most certainly am  mr speaker   ,0
mr speaker  very briefly  section 1 of the motion to recommit would simply provide that we fund the programs covered under the continuing resolution at the current rate rather than at the lower of either the current rate of the housepassed or the senatepassed bill   i have already explained the impact of that on program   section 2 would simply repeal the president s edict that workers in the katrinaaffected region would not be subject to the protections of davisbacon wage protections ,0
yes  i do  mr speaker   ,0
mr speaker  on that i demand the yeas and nays   ,0
mr speaker  in the wake of hurricanes katrina and rita  our country has been made brutally aware that there in fact are two americas that exist in this country   recently released census data shows that in 2004  37 million people were living in poverty   in addition  this data shows that 1 in 6 children were living in poverty   yet despite the overwhelming evidence of growing poverty rates and recent images of evacuees unable to leave new orleans due to their economic situation  this co,0
mr speaker  by direction of the committee on rules  i call up house resolution 469 and ask for its immediate consideration   ,1
mr speaker  for the purpose of debate only  i yield the customary 30 minutes to the gentlewoman from california  ms matsui    pending which i yield myself such time as i may consume   ,1
mr speaker  house resolution 469 is a rule that provides for consideration of house joint resolution 68  making continuing appropriations for the fiscal year 2006   this rule provides for 1 hour of debate in the house  equally divided and controlled by the chairman and ranking minority member of the committee on appropriations   the rule waives all points of order against consideration of the joint resolution   the rule provides one motion to recommit the joint resolution   additionally ,1
mr speaker  i yield myself such time as i may consume   i thank the gentlewoman for her comments   i certainly agree that this debate about the budget and the appropriations process is always a debate about our future  and it is a debate about priorities   clearly  we have had a shift in priorities since that budget resolution passed   as a state that was hit by four hurricanes last year and had the beginnings of katrina come across our state this year  our hearts go out to our brothers,1
mr speaker  i yield myself the balance of my time   i applaud the gentleman s bipartisan effort to find ways to pay for these unanticipated expenses that we have come across  and i wish him the best in that effort   i think it is important that we all recognize on both sides of the aisle that offsets are going to be necessary and that we do have to reprioritize   as the gentleman knows  the president submitted a list through the regular budget process of 150 programs to cut or eliminate ,1
mr speaker  i submit the following correspondence for the record   house of representatives  committee on ways and means  washington  dc  september 29  2005   dear chairman lewis  i am writing concerning h j res 68  making continuing appropriations for the fiscal year 2006  and for other purposes  which is currently scheduled for floor consideration today   as you know  the committee on ways and means has jurisdiction over matters concerning medicare   there are two sections w,1
mr speaker  this rule will allow us to debate h j res 68  a continuing resolution that will fund the federal government past september 30   while this is an essential procedural measure  it also represents an opportunity   between now and november 18  when the resolution expires  congress has a responsibility to step back and consider its priorities   the facts on the ground have changed  and our agenda here in the house must change accordingly   i am confident that we will do righ,1
mr speaker  pursuant to house resolution 481  i call up the bill  hr 3893  to expedite the construction of new refining capacity in the united states  to provide reliable and affordable energy for the american people  and for other purposes  and ask for its immediate consideration in the house   ,1
mr speaker  i ask unanimous consent that all members may have 5 legislative days within which to revise and extend their remarks on the legislation before us and to insert extraneous material on the bill   ,1
mr speaker  i want to cut to the chase on this issue   in 1981 there were 324 operating refineries in the boundaries of the united states of america   today there are 148   do the math  184 is a smaller number by 176 than 324   there are a lot of reasons for it  but one of the reasons is this flow diagram to my left   to the left we have all of the permits that are required for what is called `` new source review  that is if they want to expand an existing refinery   now  this is a,1
mr speaker  i submit the following exchange of letters for the record   house of representatives  committee on the judiciary  washington  dc  october 5  2005   dear chairman barton  on september 28  2005  the committee on energy and commerce ordered reported hr 3893  the `` gasoline for america s security act of 2005  in recognition of the desire to expedite floor consideration of hr 3893  the committee on the judiciary hereby waives any consideration of the bill   several,1
mr speaker  i yield myself such time as i may consume to enter into a colloquy with the gentleman from michigan  mr stupak   and the gentleman from virginia  mr boucher   if they are on the floor   i know the gentleman from michigan  mr stupak   is   i do not know if the gentleman from virginia  mr boucher   is or not   first of all  i want to say that i think it is good that we have a democrat substitute   i think it adds to the debate   it certainly adds to the fairness of ,1
so reclaiming my time  mr speaker  if they were up 250 percent  that would not be unconscionably excessive   ,1
i am asking what if it was conscious   what if somebody set a price that was not unconscious  but said i am going to raise the price   would that trigger it   look  i am asking legitimate questions   ,1
then you need to put the example in the statute   ,1
mr speaker  i know the gentleman s intent is honorable   i am not questioning that   can the gentleman answer questions about section 191  the strategic refinery reserve   i know the gentleman from virginia  mr boucher   is the prime author   ,1
first of all  it says the secretary shall establish and operate   does that mean that the federal government would actually build these refineries and operate them with federal employees   ,1
would these refineries operate continuously  around the clock  or would they only operate when the president has declared an energy emergency   ,1
well  on page 18  the implementation plan just says the secretary shall transmit to the congress a plan   but it is your understanding that if this were to become law  these refineries that would be built by the department of energy would actually be operated on a continual basis  is that correct   ,1
but the strategic petroleum reserve is a reserve that you take crude oil and store it so if we need it you bring it up and transmit it to refineries to be refined into refined products   a strategic refinery reserve  as i understand it in this bill  you actually go out and build the refineries  and it is unclear to me whether you would operate them around the clock or just in some sort of an emergency   i do understand that you require the secretary of energy to transmit the plan   but if ,1
mr speaker  i claim the time in opposition to the motion to recommit   ,1
mr speaker  i want to engage in a short colloquy with the gentleman from new york  mr mchugh   concerning liheap funding   ,1
mr speaker  reclaiming my time  i support increased liheap funding and the energy policy act of 2005 the for liheap funding from  2 billion to  51 billion   i will work with the gentleman to help increase the amount of funds appropriated for liheap  to help those americans  including those americans in your great state of new york  most vulnerable to the higher energy costs we are seeing today   mr speaker  i oppose the motion to recommit   i know we are tired and grumpy  and we w,1
mr speaker  i thank the chairman for yielding me time  and i want to thank the gentleman from texas  mr barton   for working so hard to accommodate those of us who represent the northeastern part of this country in this bill   i rise in strong support of this legislation  and i do so having worked hard to make sure that those of us who represent the northeastern part of the country are satisfied with what we have before us today   i wish to make three points   the first is that the iss,1
mr speaker  i thank the gentleman from michigan  mr stupak   and the gentleman from virginia  mr boucher   for their leadership in offering this substitute  and i am proud to join them   i rise in strong support of this substitute for two reasons   unlike the underlying legislation  it contains a meaningful deterrent to price gouging  and it provides an effective strategy to expand refinery capacity   we can all agree there were some good provisions in the first energy bill  but k,0
mr speaker  i offer a motion to recommit   ,0
in its present form  yes   ,0
mr speaker  1 year ago  the price of a gallon of gasoline in america was  194   the day before hurricane katrina struck  it was  261   this difference shows that exorbitant increases began even before katrina wreaked havoc on our economy   the day after katrina  prices jumped to  307   today  our constituents are looking toward their elected representatives to rein in gas prices once and for all   earlier this year  we passed up a golden opportunity to protect americans from pr,0
mr speaker  i demand a recorded vote   ,0
mr speaker  i thank the chairman for his excellent work on this issue   it is so interesting for me to stand here in this body and listen to people say it was rushed through committee  that we have not given proper thought to this issue   mr speaker  it seems this issue has been around for about 10 years  trying to get an energy bill through  and we did   we passed the energy policy act of 2005   but this issue has been on the table for 10 years  and if former president clinton had n,1
mr speaker  i rise in strong opposition to hr 3893  the `` second energy special interest act of 2005  the bush administration s energy policy and the machinations of the republican leadership on this subject have an alice in wonderland quality   it was the vice president  after all  who said that energy conservation may have been a virtue but it was no basis for a national energy policy   yet just last week the president was compelled by circumstances to urge the only things that a,0
mr speaker  i rise in strong opposition to this bill   hr 3893 will increase the deficit  harm the environment  undermine the states and give charity to oil companies  while doing virtually nothing  virtually nothing  to help consumers   the whole premise of this bill is faulty  refining capacity in us is increasing   let me repeat that  refining capacity in the us is increasing  and it has been increasing for a decade   yes  the number of refineries has declined  but that ,0
mr speaker  i yield myself 2 minutes   mr speaker  the bill before us today was rushed through the committee   it did not receive a single legislative hearing   it would weaken environmental protections but would do nothing to reduce the price of gasoline   there has been much attention given to the fact that our nation s refinery capacity is limited  but there has been no substantial evidence presented to conclude that the reason for this shortage is difficulty in siting or obtaining ,0
mr speaker  i appreciate the gentleman s comments  the speaker before me  because what he has really laid out is sort of the complaints that we hear from the democrat side of the aisle  the complaints for years when they controlled congress and laid out policies and rules and regulations that prevented  really  people to bring capital at risk to build refineries   so we hear a lot of complaints  but we do not hear of ideas and actions to help an industry that will help america   this ,1
mr speaker  i rise in strong opposition to this illconceived legislation   this bill is a shameless attempt to use the tragedy of katrina as an engine to drive bad policies into law   the purported reason behind the bill is the high cost of gas caused by katrina  and this is the bill that is supposed to meet that challenge   but gas prices were at record highs before katrina hit   katrina merely ramped them up and provided an excuse to push more failed republican energy ideas   i guess ,0
mr speaker  well  the majority party is shocked  shocked that price gouging took place in the wake of katrina   of course  they turned a blind eye to the gouging of consumers for months and years before that by big oil working in collusion with opec   in the last 4 years  the top five oil companies have made  254 billion of profits   exxonmobil  in the quarter before katrina   14 billion in onequarter   and this bill does nothing to provide price relief to consumers or prevent go,0
mr speaker  i demand a recorded vote   ,1
mr speaker  we have before us today a hastily crafted minimally reviewed bill of doubtful value and most curious circumstance   we have had no hearings on the specific measure before us   the major changes in language in the bill were revealed late last night  i believe at 11 pm   we have not received a single response to the questions we asked of the department of energy and the environmental protection agency   we do not know whether the provisions in the energy bill passed less than 2,0
mr speaker  i have a plane to catch in about 1 hour   am i going to be able to make it   ,0
will my colleagues be able to make it   will the vote be ended by that time   ,0
mr speaker  i rise today in strong opposition to the wrongly named gasoline for america s security act   it would be more appropriate to call this the do nt hold your breath act  as this bill will not do what my colleagues on the other side claim   while it is clear to all of us that our nation does not have the refinery capacity that we need  it is equally clear that the bill before us will not increase this shortfall   the idea that simply eliminating environmental standards and remov,0
mr speaker  i thank the gentleman for yielding me this time  and i rise in strong opposition to this bill   it is ironic that this bill is called the gasoline for america s security act  or gas act  because this bill is certainly filled with a lot of hot air   this bill will do nothing to bring down the cost of gasoline   my constituents and millions of americans want to know why they are paying  3 and more for gasoline   just today in the newspaper it reported that americans can expe,0
mr speaker  i thank the gentleman for yielding me time   mr speaker  i rise in opposition to the bill and in support of the democratic substitute   i would like to start out by saluting the gentleman from new york  mr boehlert   for having the courage as a republican to stand up and to take the position that he has   i think it is a sad day when the republican party is no longer holding on to the environmental mantle   one of my predecessors  pete mccloskey  was a great champion in ,0
mr speaker  i rise today in opposition to hr 3893   our country is facing a painful energy crisis under the policies of this administration and congressional leadership   just last week  i received a letter from a constituent of mine  paul perry of dunn  north carolina  a small businessman struggling to make ends meet   he wrote  `` we just broke ground on a new brick plant and should be in operation by august of 2006   i just hope gas prices do nt break us before we get the new pl,0
mr speaker  parliamentary inquiry   ,0
mr speaker  my question is in the current uncertainty  do you know which members the leadership from whom you are to take instruction to close the vote   ,0
mr speaker  i reserve the balance of my time   ,1
mr speaker  i yield myself such time as i may consume   mr speaker  this is one of the two most important bills that has come before this congress maybe in the last 10 years  one we passed a couple or 3 months ago   this bill is not just important to us in congress that we pass something  it is not just important to companies that have to adhere to the contents of it  not just to the big oil companies  as they have been referred to  we need them  they need us  we need what they can ,1
mr speaker  people are sick and tired of the two words  do nothing   and that is just no answer to folks who are startled when they go to gas their vehicle  50 bucks  60 bucks   70 to fill it up   they are startled that we have airlines that are flying full and going broke because of the cost of energy  and we just can not afford to do nothing   let me just list a few of the areas here of the stupak substitute that do nothing   it will do nothing to limit boutique fuels that have pro,1
mr speaker  one of the things that you can say about the way in which the national republican party has handled america s energy problem is that they are being very consistent  and that goes back to the first moment when they controlled both the congress and the white house  when the president  charged by the bush administration to develop an energy policy  did the natural thing for them  brought in the energy companies to tell them what kind of policy we should have   that attitude is ,0
the parliamentary inquiry would be how long  under parliamentary procedure  will this vote continue   ,0
we have passed that  is my understanding  mr speaker   ,0
mr speaker  i am informed by the tally clerk that every member of congress who is in town has voted   has voted   has voted   ,0
i do have a parliamentary inquiry   in that instance  is it not appropriate  once the people have spoken through their representatives in this house  to bring the vote to a close   ,0
i do not think that is hypothetical   that is the fact   ,0
i thank the speaker   i am disappointed at the response  but i understand it   mr waxman  during the vote    parliamentary inquiry  mr speaker   when a bill does not have a hearing   ,0
mr speaker  this bill is a giant missed opportunity   we had an opportunity to do something significant   kennedy said we were going to go to the moon in 10 years  this bill will not get us to cleveland   and the reason is it invests in old technology   did kennedy challenge the country to invest in propeller plane technology   here we are simply investing in oil fossil fuel technology  a giveaway to the oil and gas industry of millions and billions of dollars of taxpayer money   we ne,0
mr speaker  the spike in gasoline prices after hurricanes katrina and rita has drawn national attention to domestic energy supplies  as well as fuel efficiency standards   instead of the bush administration and the republican congress offering a bill reducing gas prices  home heating prices  declare our nation s energy independence  protect the environment  and put funds into increasing energy research and development  this republican congress promotes a bill that includes massive subs,0
mr speaker  first of all  at the appropriate time  i will enter some extraneous information into the record   mr speaker  it is very clear when we look at what has happened in the last few years where we have had a number of mergers of oil companies  the top five oil companies  i believe  now dominate more than a third of the market   as a result  we see that prices keep increasing as market concentration increases   this is a clear example of what happens when monopolies dominate a,0
mr speaker  i rise today in opposition to hr 3893  which pretends to be a response to our nation s exorbitant energy costs  but which is actually a giveaway to oil and gas companies that does nt help america s struggling consumers   in fact  many of the provisions in this legislation are not new  we have seen them before  but they have proven so controversial that they were excluded from the energy bill that congress passed earlier this year   rhode islanders are paying an average ,0
mr speaker  parliamentary inquiry   ,0
mr speaker  the alltime world s record for a vote was 3 hours for the prescription drug medicare bill   do we anticipate beating that today   ,0
i am sorry  mr speaker   ,0
mr speaker  i would say to the gentleman from texas  mr barton    i appreciate the expeditious way he has responded to this crises   if there is a silver lining to the hurricane katrina crisis  it is that it has opened the eyes of congress and our business community to the urgent need to add to the capacity of our oil refineries   the fact that gas prices shot up in the wake of this monstrous hurricane is a reflection of the reality that we do not have the capability to meet the sort of,1
mr speaker  i rise today in strong opposition to hr 3893  the gasoline for america s security act of 2005   this legislation will do nothing to lower the high cost of gas or help families pay for home heating oil this winter   rather  it s another taxpayer subsidy from the republican majority to the oil and gas companies while the american people continue to face the increasing burdens that the rising cost of fuel is placing on family budgets   i urge my colleagues to oppose this legi,0
mr speaker  i observe that we are operating in a 5minute vote  and we are now nearing 20 minutes for this vote to have been completed   mr speaker  where does the point at which at the discretion of the chair is no longer being used for the convenience of the members but instead in order to abuse the discretion that the chair has in keeping   ,0
mr speaker  we have a national energy crisis now   if my colleagues on the other side of the aisle do not appreciate that fact  i would suggest that they go home to their districts and listen to their constituents   instead  we are rushing a flawed bill to the floor that will once again reward the very industries that have gouged the american people   it is unacceptable for anybody in this congress to say we can not do anything about the shortterm crisis of high energy costs   we must ,0
mr chairman  as you know  the high energy costs are having a very negative effect on the low income home energy assistance program  and many state liheap programs are expecting a major increase in applications and need for additional funding immediately to help ensure lowincome families and seniors can afford to heat their homes   i recently joined with more than 100 of my colleagues in writing to the committee on appropriations members requesting  1276 billion in additional liheap fundi,1
mr speaker  parliamentary inquiry   ,0
mr speaker  is the discretion of the chair or the abuse of the discretion of the chair and the abuse of power subject to a vote of the house to continue this vote open   because we have a history on this house floor of illegalities taking place to change people s vote   is the discretion of the chair and an abuse of the discretion of the chair subject to a ruling and a vote by this house   ,0
mr speaker  we find ourselves with so many things happening now   we have increased gasoline prices  increased winter heating costs  natural gas prices are up  manufacturing jobs are down  all because the cost of energy has remained high   our demand for oil has grown  our production simply can not meet demands  and this has caused increased prices   we have increased population  and we want more manufacturers to remain in the united states   that means that we have to do something ,1
is the gentleman sure about that   ,0
the gentleman looks good   ,0
mr speaker  the gentleman is absolutely right   the amazing thing to me when i was listening to the republicans in the last hour is when they were trying to make the analogy to their households and talking about their kids   and one of the republican members talked about how he went down to the candy store and you could only spend what was in your pocket  and that is what we want to do here   and i was saying  these guys on the republican side of the aisle have been building up deficits e,0
i know the gentleman says he is older than me and i question that   i know i have been here longer than he   i remember when i first came down in 1988  there were a group of republicans who would come down and do special orders every night  and they had the pages come out with this digital clock that really was the length of this dais here  and every night they would talk about the deficit and how they wanted to cut the deficit and the deficit was climbing too high   that is just all compl,0
i wanted to respond to one thing the gentleman said because he took us back to the clinton administration and the last 2 or 3 years when we had a surplus   not only did we have a surplus because we had a balanced budget but the economy was booming   jobs were being created left and right   i do not care if you were rich or you were poor  things were getting better   but president bush comes in and he is elected and he says  the answer to the economy is we are going to cut taxes   and the ,0
mr speaker  i wanted to say one thing  and then i want to lead into the issue of this budget reconciliation that we want to talk about tonight   i wanted to go back to what my colleague from massachusetts said about how  since the bush administration came into office  the fiscal policy benefits wealthy people and is at the expense of the middle class   there is no question that is true   i would venture to say that the republican fiscal policy is really stupid for everyone because the bo,0
mr speaker  i could not help but remember within a few days of the hurricane when president bush gave a speech  i think from new orleans  and he talked about how they were going to reconstruct the city and provide all of these programs and benefits  and none of it has happened   it sounded like he was doing a reconstruction program like in iraq  or the marshall plan after world war ii   now they are proposing cuts in all of the programs that would actually benefit people   it is not jus,0
the gentleman from ohio  mr ryan   talked about prevention before in the context of health care   it is not just iraq versus america  it is the fact that these cuts are plain stupid   we talk about prevention in terms of health care  by eliminating community health centers  people go to emergency centers  and it costs more   an argument could be made if we did not cut funding for the levees in louisiana  we may not even have had the crisis there   ,0
mr speaker  the budget bill that they want us to vote on  the one we were supposed to vote on last week  cuts funding for levees again  not necessarily the one in new orleans  but other levees in louisiana   this is part of the funding cuts   they want to cut levee construction now   this is not the same one that fell in new orleans   ,0
mr speaker  i used this analogy last week  and i can not help but repeating it again   soon after the invasion of iraq  the us invasion  a couple of our republican colleagues went over there   maybe it was within 6 months of the us invasion   it was in september of the year after   they had just come back  the republican colleagues had just come back from iraq  and they had been there on the first day of school   i will never forget because i was on the floor waiting to do a spec,0
mr speaker  if the gentleman will continue to yield  one of the things that the 30something group has been talking about  and it relates directly to what he said  is this idea that there should be a bipartisan commission in the aftermath of hurricane katrina   and it is the same principle that the gentleman from massachusetts brought up  that they just do not want any kind of investigation of themselves   the republicans control the white house  the senate  the house of representative,0
mr speaker  i thank the distinguished gentleman from michigan for yielding   i commend the gentleman from michigan for his great leadership  and i thank him for his great leadership on behalf of the american consumer and the american taxpayer   the gentleman from michigan and the gentleman from virginia with their very wise substitute give a chance to help the consumer and declare energy independence   i also want to commend the gentleman from michigan  mr dingell    the distinguished ,0
mr speaker  my parliamentary inquiry is  is it not bringing dishonor to the house of representatives for this body to act in the shameful way that it is   is it not part of the culture of corruption of the republican party to dishonor the wishes of the american people   ,0
i have a parliamentary inquiry   mr thomas  during the vote    parliamentary inquiry  mr speaker   based upon the statement of the gentleman from maryland that everyone had voted and that therefore the vote should have been closed   ,0
mr speaker  i rise in opposition to the stupak substitute and in support of the underlying legislation   i want to thank the gentleman from texas  mr barton    the chairman of the committee  my friend  for his leadership   we have seen this year that we have passed comprehensive energy legislation  but that legislation did not address really the linchpin of the need in our country for greater refining capacity and greater pipeline security  redundancy and reliability   katrina expos,1
mr speaker  i am a little surprised by the discourse from my colleagues on the other side of the aisle  very 1960s rhetoric for a 2005 problem   you can not regulate and put hurdles and tell the oil industry that is really global these days that you can not build refining capacity in america   it is bad   most americans  when they saw the hurricane strike  realized that 30 percent of our refineries were at risk  30 percent   they understood that you can not concentrate our refineries i,1
mr speaker  i thank the chairman for putting this bill together   i want to talk about one very important provision of this bill  and i want to endorse the passage of this legislation   this legislation builds on progress we had in the energy bill dealing with boutique fuels  but what i want to do is explain the problem we have with boutique gasoline blends in america   today we have 18 different fuel types  which translates into 45 different fuel blends   this map of america looks like,1
mr speaker  i appreciate the opportunity to address the house again   unfortunately  we are missing a couple of our standardbearers who are usually here  our two members from florida  the gentleman from florida  mr meek   and the gentlewoman from florida  ms wasserman schultz   who are down dealing with the hurricane and the storm down in florida   so we want to send out to them our thoughts and our prayers   we are thinking about them and their constituents and all the citizens ,0
we are going to have to implement the same rule that we had to implement when the gentleman from new jersey  mr pallone   came   the gentleman is going to have to pay dues twice to the 30something group   ,0
i agree with the gentleman 100 percent   the study that the gentleman just referenced  the economic policy institute  the 30something group is all about thirdparty validators   this is not the meek or ryan or delahunt or pallone institute   this is the economic policy group  a nonpartisan economic study group saying that the tax cuts were bogus   a couple of our friends on the other side said  well  the projected budget is going to be  100 billion or  80 billion less than what they ,0
mr speaker  if the gentleman would yield briefly  i just want to share a thirdparty validator that we have as we continue talking about welfare in the united states and what it is being spent on   this is by cal thomas  who writes a column   cal thomas  as most of you may know  is one of the conservative columnists in the country   in his column this week  he says  `` seventytwo percent of farm subsidy money goes to 10 percent of recipients  the richest farmers  partnerships  cor,0
mr speaker  if the gentleman will yield  i just want to make a point   the money that is getting cut  and we understand that reform needs to take place and our friends on the other side have not been willing to do it  but to cut  94 million in community health care and community health centers  that is preventative medicine   that investment is ultimately going to save our country money and save our health care system money because those people who will not have access to the community ,0
basically what we are trying to say is that the republican majority in the house and the senate are not only spending american  hardworking taxpayer dollars to subsidize the most profitable industries in the country  the oil industry  the pharmaceutical industry and the top agricultural  the megafarms   not only are they doing that  welfare for corporations  and democrats are for ending corporate welfare   not only have they provided a welfare state for iraq where we are not going to lo,0
and tuition is going to double in 5 years   ,0
mr speaker  how about this for shortsightedness   we are going to cut the centers for disease control   everybody is talking about the avian flu   we do not know what to do   people are making requests of the administration   i am sorry  but government is the problem  unless somebody needs something   and i am sorry  but the republican majority has had this house since 1994   they have had the senate since 2000 or 2001  definitely since 2002  and on and off through the 1990s  and,0
mr speaker  reclaiming my time  the decisions that we need to make have to be focused on what is best for the country  not what is best for one s political party  and i think that has really been the problem   it seems to me that every decision that is made down here by the republican majority is what is best for the republican party  not what is best for the country   and it is time we start choosing the country over the party if we want to have some success   and just go through ever,0
how long was this vote for   ,0
my understanding is this was a 5minute vote  is that correct   ,0
and how many minutes have elapsed   how many minutes have elapsed since the vote was called   ,0
fourteen for a 5minute vote   i thank the chair   mr markey  during the vote    mr speaker  parliamentary inquiry   ,0
mr speaker  i rise in strong opposition to this bill and in support of the stupakboucher substitute   this bill does nothing to help us gain energy independence  to increase refining capacity  or lower prices at the pump   and no member  and particularly no one who represents the midwest  should vote for this bill   the federal energy information agency predicted that the price of natural gas would increase by 71 percent in the midwest this winter   in chicago  the average heating bi,0
mr speaker  1976 was a great year   we built our last refinery in this country  and i graduated from high school   that is too long for that to occur   our domestic demand for crude oil averages 21 million barrels a day   we refine only 17 million barrels a day   that means we import gasoline   people understand we have a dependence upon foreign oil   what they do not understand and find incredibly ridiculous is that we import refined product just making us more dependent on the indust,1
mr speaker  i would like to address my friends and colleagues   we have got a lot of good members on the committee on energy and commerce  and i have great respect for my friends  the gentleman from michigan  mr stupak   and the gentleman from virginia  mr boucher    who come here with serious public policy concerns   i want to speak on an issue they do not address  in fact  i think they roll back  which i think is critical to addressing the price spike  and that is boutique fue,1
mr speaker  the gasoline for america s security act has a nice name  but it does little to help missouri s farmers and rural commuters who are experiencing record high energy costs   motorists in missouri and across the nation are paying a premium for gasoline and diesel fuel  especially in the wake of severe weather in the gulf of mexico   missouri s fourth congressional district is primarily rural  and residents rely heavily on transportation in going about their daily lives   this ,0
mr speaker  i reserve the balance of my time   ,0
mr speaker  i object to the vote on the ground that a quorum is not present and make the point of order that a quorum is not present   ,0
mr speaker  today i rise in opposition to the antipublic health  anticonsumer `` gas act  the legislation is an insult to the american public which needs real relief  but this is an attack on our public health  and it is a giveaway to corporate america   their interests will harm  in my opinion  55 million latinos that live within 10 miles of coalpowered plants and the 68 percent of all african americans that live within 30 miles of a coalpowered plant   these changes will incre,0
mr speaker  the gentleman from pennsylvania makes a good point  but if you look at today s washington post  `` natural gas danger signs   they talk about a 90 percent increase in natural gas   higher costs threaten our economic growth in us manufacturing   here is usa today  `` staying warm costs up 90 percent more  there is no way you are going to vote for the barton bill  the main bill  if you believe the price of natural gas is too high   if you believe everything the gentl,0
mr speaker  when the oil refineries raise their rates 255 percent in the last 12 months  that is unconscionably excessive   ,0
well  mr speaker  if the gentleman will continue to yield  i guess we are going to have to look in the bill  because in the bill we also put in there factors to be considered excessively too much   if you go to the bottom of page 2  bottom of page 3  we put it in there   our bill says that in 90 days the ftc has to define it for us   ,0
i will give the gentleman examples   i think excessive is more than reasonable   when it is more than reasonable pricing   ,0
a great example is georgia   why did it go up  6 a gallon after hurricane katrina   was that reasonable  when the rest of the nation was about  3   that is excessive   that is unconscionable   ,0
then the president  much like the manager s bill  and much like excessive  and the gentleman s bill has the same language basically because you copied our bill  so you can go outside the area   the president has the authority to go outside the area  just like he does in the underlying area   and getting back to the ftc and what is excessive  again just like your bill  you used different words  but you allow the ftc to define it   we gave more than you gave   we actually gave concre,0
